user_id,churn
1$5d$4f2,1
1$5d$649,1
1$5d$75b,1
1$5d$7b1,1
1$5d$94c,0
1$5d$96$,0
1$5d$9c4,0
1$5d$9d5,1
1$5d$a$7,1
1$5d$af8,0
1$5d$b5f,0
1$5d$bf9,0
1$5d$c0b,1
1$5d00bc,1
1$5d0236,1
1$5d0269,0
1$5d039d,0
1$5d0438,0
1$5d04c1,1
1$5d059f,1
1$5d05a0,1
1$5d05d3,1
1$5d0629,0
1$5d075d,1
1$5d077f,0
1$5d07b3,1
1$5d07f7,1
1$5d085$,1
1$5d0a72,0
1$5d0b1d,1
1$5d0b2$,1
1$5d0ba6,1
1$5d1$99,0
1$5d1002,1
1$5d1079,1
1$5d109b,0
1$5d1147,1
1$5d1237,0
1$5d1316,1
1$5d13f4,0
1$5d1406,0
1$5d14a0,1
1$5d165d,1
1$5d1691,1
1$5d174d,0
1$5d1a$a,1
1$5d1b1$,0
1$5d1ba7,0
1$5d1c$c,1
1$5d1c42,0
1$5d1c64,0
1$5d1c97,0
1$5d1d98,0
1$5d1f34,1
1$5d1fab,0
1$5d2$45,1
1$5d2$67,0
1$5d21bf,1
1$5d22$3,0
1$5d2249,1
1$5d225a,1
1$5d2306,1
1$5d248f,1
1$5d24a1,0
1$5d24b2,1
1$5d253b,0
1$5d254c,1
1$5d2591,0
1$5d263c,0
1$5d2782,1
1$5d280b,1
1$5d2872,1
1$5d28a5,1
1$5d290c,1
1$5d29d9,0
1$5d2ab8,1
1$5d2b1f,1
1$5d2bdb,0
1$5d2d$$,1
1$5d2d00,0
1$5d2f35,0
1$5d3$24,1
1$5d3026,1
1$5d308c,0
1$5d30d1,1
1$5d325b,1
1$5d3329,0
1$5d335c,1
1$5d355$,0
1$5d364$,0
1$5d3660,0
1$5d370b,1
1$5d371c,0
1$5d3840,0
1$5d3963,1
1$5d3996,0
1$5d39c9,1
1$5d3a0$,1
1$5d3caa,0
1$5d3d12,1
1$5d3dcd,1
1$5d3f47,0
1$5d4$47,0
1$5d4$9c,0
1$5d4$ad,1
1$5d40af,0
1$5d40c1,1
1$5d4106,0
1$5d42$5,0
1$5d4229,0
1$5d425c,1
1$5d4290,0
1$5d433b,0
1$5d43a2,0
1$5d450a,0
1$5d452c,0
1$5d470c,1
1$5d48a7,1
1$5d49$c,1
1$5d491f,1
1$5d4931,1
1$5d4adc,1
1$5d4f59,0
1$5d5$bf,1
1$5d513a,0
1$5d518f,0
1$5d5291,0
1$5d533c,0
1$5d544$,1
1$5d54c6,1
1$5d560c,0
1$5d562$,1
1$5d571$,1
1$5d58ca,0
1$5d59a9,1
1$5d5a$$,1
1$5d5a55,1
1$5d5a88,1
1$5d5bcd,0
1$5d5c79,1
1$5d5cbd,0
1$5d5f05,1
1$5d61f7,1
1$5d623c,1
1$5d634$,1
1$5d6854,0
1$5d6922,0
1$5d6977,1
1$5d6b35,1
1$5d6c03,1
1$5d6c25,1
1$5d6c8b,0
1$5d6dd1,0
1$5d6f$4,1
1$5d6f28,1
1$5d6f8$,0
1$5d6fa0,1
1$5d7912,1
1$5d7934,0
1$5d8081,1
1$5d82$9,0
1$5d8733,0
1$5d8755,0
1$5d8799,1
1$5d8845,0
1$5d88bc,1
1$5d8946,0
1$5d8a14,1
1$5d8b9d,0
1$5db0d9,1
1$5db196,0
1$5db286,0
1$5db411,0
1$5db4ff,1
1$5db646,1
1$5db725,0
1$5db736,1
1$5db7cf,0
1$5dc$50,0
1$5dc$a5,0
1$5dc0b8,1
1$5dc0fc,1
1$5dc20f,0
1$5dc254,0
1$5dc366,0
1$5dc456,0
1$5dc502,1
1$5dc76a,1
1$5dc7bf,1
1$5dc816,0
1$5dc906,1
1$5dc95b,1
1$5dcb19,0
1$5dcbd5,0
1$5dcd71,1
1$5dcf62,1
1$5dcf73,0
1$5dd$3f,1
1$5dd00$,0
1$5dd031,1
1$5dd165,0
1$5dd198,1
1$5dd1cb,1
1$5dd2bb,0
1$5dd334,1
1$5dd457,0
1$5dd503,1
1$5dd536,1
1$5dd6c0,0
1$5dd7b0,1
1$5dd8b1,0
1$5dd9b2,0
1$5dda19,0
1$5ddb6f,1
1$5ddb70,1
1$5ddc82,0
1$5ddcf9,1
1$5ddd$9,1
1$5ddd61,0
1$5dddb6,0
1$5df000,1
1$5df1ab,1
1$5df213,0
1$5df224,0
1$5df303,1
1$5df325,0
1$5df3f2,1
1$5df448,0
1$5df459,0
1$5df47b,0
1$5df4c0,0
1$5df56b,0
1$5df5d2,1
1$5df77$,1
1$5df8f7,0
1$5dfab5,0
1$5dfb50,0
1$5dfbb6,1
1$5dfc1d,1
1$5dfda7,0
1$5dffdc,0
1$626$$9,1
1$626$3$,0
1$62610$,1
1$62620f,1
1$626243,0
1$626300,0
1$626478,1
1$626489,0
1$62658a,0
1$6266b$,1
1$626715,0
1$626f62,1
1$626f84,1
1$627$d9,1
1$627042,1
1$6270fd,0
1$627198,1
1$6274ac,0
1$627626,1
1$627907,1
1$627a4c,0
1$627cd7,0
1$627d3$,0
1$627d94,0
1$627f1$,0
1$7a282c,1
1$7a2a0c,1
1$7a455$,1
1$7a5$03,1
1$7a561c,1
1$7a5a65,1
1$85f0b,1
1$88048b,1
1$888$c1,1
1$88861$,1
1$888cf2,0
1$88df94,1
1$88f2dd,1
1$88f79$,0
1$9cf47,1
1$a09204,1
1$a0b5a3,1
1$a0d0f5,1
1$a11050,1
1$a12545,1
1$a12d6f,1
1$a13f2$,1
1$b8$077,1
1$b8$404,1
1$b8$fba,1
1$b80d54,1
1$b80ddc,1
1$b81$$f,1
1$b8146d,1
1$b81ccb,0
1$b82$24,1
1$b82$8a,1
1$b826c6,1
1$b8308d,1
1$b8319f,1
1$b833d5,1
1$b834f8,1
1$b83795,1
1$b83d9b,1
1$b851f7,1
1$b85d37,1
1$b88$91,1
1$b89$6f,1
1$b8abf6,1
1$b8b524,1
1$b8cd72,1
1$b8d4f2,1
1$b8d980,1
1$b8f982,1
1$b8fa61,1
1$b8fca7,1
1$b9$337,1
1$b90aa7,0
1$b91$79,1
1$b91419,1
1$b91952,1
1$b944c7,0
1$b94a9a,1
1$b94d8c,0
1$b95462,1
1$b95484,0
1$b95541,1
1$b95a8a,1
1$b95c59,1
1$b95d7c,1
1$b96182,0
1$b97600,1
1$b977d$,1
1$b9ba6$,1
1$b9d0aa,0
1$b9d3$1,0
1$b9d527,1
1$b9dc84,1
1$b9ddc9,1
1$b9f950,1
1$c7d43,1
1$da$bf,1
1$df779,1
1$f$152,1
10$95fc,1
10$a$d04,1
10$a80f0,1
10$a8315,1
10$a8690,1
10$a8a1c,1
10$a8a2d,0
10$a8b0c,1
10$a8c85,1
10$a8f00,1
10$a9024,1
10$a96c4,1
10$a9bfc,0
10$a9c64,1
10$aa$9a,1
10$aa6$7,1
10$aa9a6,1
10$aab64,1
10$aaff1,1
10$ab2c2,1
10$ab42a,1
10$ab44c,1
10$ab7b6,1
10$ab91$,1
10$ab985,1
10$ac117,1
10$ac874,1
10$ac91f,1
10$acfc0,1
10$ad9$d,1
10$ad976,1
10$ada$$,0
10$ada33,1
10$adaaa,0
10$adc24,1
10$b$31c,1
10$b$866,1
10$b$f$5,1
10$b$f8f,1
10$b0510,1
10$b0925,1
10$b0c06,1
10$b0d07,1
10$b1061,1
10$b1825,1
10$b1b8$,1
10$b1c4b,1
10$b1f4$,1
10$b2$82,1
10$b200c,1
10$b2095,1
10$b22b9,1
10$b2321,1
10$b24ff,1
10$b2837,1
10$b28c0,1
10$b295a,0
10$b2c91,1
10$b2d92,1
10$b39d3,1
10$b4176,1
10$b41cb,1
10$b4604,1
10$b4bf8,1
10$b51$$,1
10$b52f0,1
10$b55d1,1
10$b57c2,1
10$b5f86,1
10$b669f,1
10$b6b4f,1
10$b70$f,0
10$b7168,0
10$b73bf,1
10$b748d,1
10$b756c,1
10$b773b,1
10$ba2$4,1
10$ba318,1
10$ba7b6,0
10$bb027,1
10$bb27$,1
10$bc32b,1
10$bc943,1
10$bd$9$,1
10$bd1d5,1
10$bd360,1
10$bd4c7,1
10$bd7db,1
10$bdb$0,1
10$bdd9d,0
10$bddd1,1
10$bddf3,1
10$bdfb1,1
10$bdff5,1
10$bf5ca,1
10$bf6$d,1
10$bf700,1
10$bf711,1
10$bfa$1,0
1005$62c,1
1005$f9c,1
1005$fd0,1
100500a0,1
100501$5,1
10050219,1
1005034d,1
10051007,1
100510a1,1
10051b35,1
10052b47,1
10052bcf,1
10052fd4,0
1005310a,1
10053250,0
10053520,0
100537cc,1
10053a69,1
10054$b3,1
1005423f,1
10054273,1
100549$1,1
100549cf,1
10054b49,0
10055c7$,1
10055d2a,0
100581cb,1
100584$0,1
10058918,1
100589a1,1
10058a3b,1
10058b3c,1
100594b$,1
10059dd9,1
1005a$ca,1
1005a9d6,1
1005af54,1
1005b1$0,1
1005b27a,1
1005b6a1,1
1005b8b4,1
1005b9$8,1
1005bd20,1
1005bf77,1
1005c39$,1
1005c3f4,1
1005c6f7,1
1005c7f8,0
1005cb1$,1
1005cc75,1
1005d09c,1
1005d18c,1
1005da52,1
1005dab8,1
1005f784,1
1005fb22,1
100a4649,1
100a51d$,1
100a5404,0
100a5a82,1
100a5b83,0
100a5c62,1
100a6045,1
100a645a,1
100a649$,1
100a71$1,1
100a77b4,1
100a7c42,0
100c83f7,1
100d001f,1
100d05b$,1
100d05f2,0
100d08a0,1
100d14d0,1
100d17$4,1
100d186d,1
100d19b3,1
100d1d62,1
100d23ad,1
100d25$3,1
100d265b,1
100d2a3d,1
100d3$10,1
100d3$65,1
100d36$5,0
100d3f00,1
100d4619,1
100d48d7,1
100d50cf,1
100d54c3,1
100d5c76,1
100d6794,1
100d6f36,1
100d7106,1
100d7694,1
100d7751,1
100d7841,1
100d82a2,0
100d870d,1
100d8f27,1
100d91a2,1
100d9292,1
100d962f,1
100da372,1
100da9$f,1
100da9cd,1
100dab03,1
100db10a,1
100db564,0
100db722,0
100dbff7,1
100dc7cd,1
100dcfc5,1
100dd443,1
100dd4a9,1
100df502,1
10101036,0
10101339,1
101013a0,1
10101ab8,1
10102$24,1
10102d$f,1
1010472f,1
101050a1,0
10107$a1,1
101070a3,1
10107801,0
101081d8,1
101082d9,1
10108633,1
10108712,1
10108f1a,0
10108fd6,1
10109d3b,0
1010d5f3,0
1010df42,1
101120$3,1
10113651,1
1011403a,1
10114832,1
10114f7d,1
10115811,1
10117c4a,0
101193ba,1
1011b345,1
1011c59d,1
1011f08a,1
1012$44a,1
1012$76f,1
1012$d$d,1
101201$3,1
101212$5,1
1012136$,1
10122291,0
10122c02,1
101231b3,1
10123c58,0
10124530,1
10124c8c,0
101254b8,1
10125845,0
10125b26,1
10125c05,1
101265f$,1
10127b28,1
10128286,1
101287d0,1
10128fb6,1
10129030,1
1012978c,1
1012a345,1
1012a66a,0
1012b7f5,1
1012bad6,0
1012cb50,1
1012cdfc,1
1012d$a9,1
1012d870,1
1013$238,1
1013$d33,0
1013005a,0
101320c3,1
1013221a,0
1013250c,1
10132d8c,1
10133844,1
10133899,1
10133f4b,1
10134564,1
10135396,1
10135431,1
10135846,0
10136$2b,1
101360fa,1
101362c9,1
101365aa,1
101366$f,0
10136948,0
1013721f,1
1013730f,0
10138096,0
1013a3ac,1
1013b279,0
1013b76d,1
1013d1f2,0
1013d2bf,1
1013f4$6,1
1013f46$,0
1013f6a4,1
1013fa1f,1
1013fcdd,1
10166727,1
102$1fd$,1
102$3d67,1
102$550b,1
10288$9a,1
10292424,1
10292514,1
102936c1,1
10293829,0
10294$b9,0
10295$dc,1
102951f1,1
102966f7,1
10297339,1
10299$f2,1
1029a280,1
1029a5d8,0
1029a8fd,0
1029c2a4,0
1029d520,1
103490f0,1
10349359,1
1034985$,1
10349892,0
10349b84,1
1034a114,1
1034a3f4,1
1034a45b,1
1034b$67,1
1034b$d$,1
1034b54c,0
1034bdaa,1
1034c$ac,1
1034c08c,1
1034c5$7,1
1034cd$f,1
1035$$49,0
1035$1d5,1
1035$b68,0
103502b6,0
10351$d5,1
103519cf,1
10351a7b,0
10352$92,1
10352195,1
103525$$,1
10352ca1,1
1035302$,1
1035387b,0
1035396b,1
10353dd6,1
10353f3$,1
10353f50,1
10354$d8,1
10355637,1
10355cb5,1
103561$$,1
10356436,1
103565$2,0
10356a4d,1
10357044,1
10357156,1
103571d$,1
103575d2,1
10357628,1
1035768$,1
103579c5,1
10357cd9,0
10357ff$,0
1035828b,1
103586f6,1
103591$1,1
1035928c,1
1035a$f0,1
1035b$46,1
1035b4c4,1
1035b81d,1
1035bdab,1
1035c4a3,1
1035d22a,1
1035f3a5,1
1035f99a,1
1035fa9b,1
1035fdc1,0
103a$758,1
103a059c,1
103a06a$,1
103a0bd6,1
103a0fb8,1
103a1098,1
103a169$,0
103a178$,1
103a18f6,1
103a1d84,0
103a29$7,0
103a3337,0
103a3bc8,1
103a4882,1
103a56c5,1
103a72f6,1
103a73$6,1
103a7582,0
103a77d9,1
103a80c2,1
103a88ca,1
103a905c,1
103aa765,1
103ab395,1
103ac1a5,1
103ac442,1
103ac6ff,0
103ad$81,1
103ad612,0
103adbf5,1
103add2a,0
103af4cd,1
103af838,1
103afd60,0
103b708$,1
103b77c9,1
1045$bb$,1
1045$c26,1
104509d0,1
10450d$5,1
104510b6,1
10452$1b,1
10452aa0,1
104539b1,1
10453b6$,1
10453dd7,1
1045961a,0
1045a318,1
1045bb$$,0
1045c910,1
1045cbbc,1
1045d1a2,1
1045d540,1
1045d764,1
1045d797,0
1045f8bc,0
1045fd$4,1
10482908,0
10482d0c,1
10483dda,0
10488b11,0
104893a3,1
1048d$c4,1
1048ddc3,0
104a0d62,0
104a1303,0
104a3a$a,1
104a3d32,1
104a4137,1
104a4bca,1
104a4c54,1
104a5d56,1
104a741b,1
104a8$$3,0
104af88$,1
104b1f33,1
104b28d7,1
104bc769,0
104bf199,1
104bf818,1
106026$d,1
10602733,1
10602801,0
10603767,0
106057d0,1
106065df,0
106070$c,1
10608098,1
1061$71$,0
10614d5$,1
10616d2d,1
10617ac5,1
106318f2,1
10632703,0
10633dc6,0
10638cca,0
10639508,0
1063bc9a,1
1063c640,1
107562c1,0
1078$299,1
1078173b,0
10781892,0
10781a72,0
10782691,1
1078273c,1
10782aa6,1
10783339,1
10783872,1
10784105,0
10784adb,1
10784cdd,1
10784d34,1
10785207,0
10785290,1
10785ccd,0
10786$$2,0
107887ba,1
1078b12$,1
1078b498,1
1078b5bb,1
1078b757,1
1078d3cc,1
1078fb2c,1
1079360a,1
10793dbc,1
107943$6,0
107970$6,1
1079713c,1
107971f8,1
10797787,1
107981c6,1
1079a1a6,1
1079c02f,1
107b$1bd,1
107b$348,1
107b$c52,1
107b$f33,1
107b0$78,1
107b10$2,0
107b1cff,0
107b8cc3,1
107b9668,1
107ba647,1
107ba7bf,0
107bbc5f,1
107bc$74,0
107bcb71,1
107bda71,1
108$0562,1
108$2b15,0
108$4a27,1
108$5523,0
108$6a5c,1
108$6ab2,1
108$6da4,1
108$73bc,1
108$9$ca,0
108$c8$9,0
108$ca$b,1
108$d5f8,1
108$f36f,1
108$f7$b,1
1083343,1
10899195,0
10899c3a,1
108b$3d2,1
108c23f9,0
108c56$$,0
108c6c7,1
108f$d$1,1
108f2$7f,1
108f3083,1
108f7c50,0
108f8077,1
108fdc$f,0
108ff7db,1
10a4555$,1
10a703c1,0
10a746d9,1
10a76$7d,1
10a76800,1
10a76c6a,1
10a790d8,1
10a7b6cf,0
10a7d414,1
10b3122,1
10bc1caf,0
10bc6f85,1
10bcd1b1,1
10bf$5db,0
10bfd361,1
10bfd4fb,1
10bff3fc,1
10c0$c90,1
10c0002f,0
10c006cf,1
10c00a$5,1
10c019f6,0
10c03415,1
10c0355a,1
10c0366c,1
10c036f5,1
10c0477f,1
10c04f66,1
10c05$11,1
10c0557$,1
10c055b2,0
10c05792,1
10c05a0c,0
10c05b74,1
10c06580,1
10c069c8,1
10c069d9,1
10c07c11,1
10c0af9f,1
10c0b1$7,1
10c0c0b4,1
10c0ff50,0
10c1$1da,0
10c1$95a,1
10c1$ab1,0
10c12426,1
10c129d6,1
10c12b2d,1
10c1366d,1
10c1565$,1
10c157d7,1
10c15f46,0
10c16a75,1
10c16dcd,1
10c16ff2,0
10c19753,0
10c1c0f9,1
10c1c497,1
10c1cb49,1
10c1d$5$,1
10c1f311,1
10c2$aa1,1
10c2$c09,1
10c2$f95,1
10c204b$,1
10c208b2,1
10c20cfa,1
10c21066,1
10c215d2,1
10c21a71,1
10c21f43,1
10c22089,1
10c22113,1
10c229a4,1
10c28$7c,1
10c2912b,1
10c2a2$9,1
10c2b6cc,1
10c2b947,1
10c2bdf6,0
10c2c6d$,0
10c2d97c,1
10c2da28,1
10c2fb09,1
10c2fbf8,1
10c3$323,1
10c3$f0d,1
10c31993,0
10c31d$c,1
10c323f4,0
10c32590,1
10c3374$,1
10c3429f,1
10c345$7,1
10c3463d,1
10c34f69,1
10c350af,1
10c37$$3,1
10c373f9,1
10c37af0,1
10c37b9b,0
10c37d6a,0
10c3a8ac,1
10c3ab05,1
10c3aff8,0
10c3bda2,0
10c3c837,0
10c3cbb2,1
10c3d164,1
10c3df0c,0
10c3f3bd,1
10c3f4ad,1
10c3f807,1
10c46d4,1
10c6$2cf,0
10c61$57,0
10c65$7d,1
10c65260,1
10c663$a,1
10c66b7b,0
10c66d$4,1
10d$1849,1
10d$2c1b,0
10d$3f0$,0
10d$43cf,0
10d$509a,1
10d$6a0c,1
10d$726b,1
10d$9b11,1
10d$d$90,1
10d$dc49,1
10d8$671,1
10d80482,1
10d80b67,0
10d81b8a,1
10d84532,1
10d84701,1
10d85$81,1
10d865bc,0
10d866f1,1
10d86ac2,1
10d86c2a,1
10d87b4c,1
10d87cd6,0
10d88b09,1
10d88bb4,0
10d8b$21,1
10d8d$ab,1
10d8d339,1
10d8df9b,0
10d8dfc$,1
10d8faf$,1
10d9041c,0
10d90f6c,1
10d912f9,1
10d91b03,1
10d92bf3,0
10d93$d5,1
10d93f$7,0
10d968af,1
10d970ca,0
10d97d1c,1
10d9877d,1
10d9ab1d,1
10d9b215,1
10d9f9ba,0
10da82$0,0
10da8628,1
10da878f,1
10da9$f,0
10da9001,1
10daa4f5,1
10daa709,0
10daab52,1
10daacdb,1
10dab2$3,1
10dab2f4,1
10dab580,0
10daba0d,1
10dabb42,1
10dabdcc,0
10dac4b3,1
10dac7c7,0
10dacd01,0
10dacd34,1
10dadd13,1
10db$03a,0
10db$b13,0
10db0092,0
10db0777,0
10db1396,1
10db179a,1
10db1c8$,1
10db1f81,1
10db2410,1
10db2779,1
10db2b7d,1
10db2bc2,1
10db3264,1
10db38d1,0
10db3dd6,1
10db3f94,1
10db411f,1
10db496c,1
10db4fd9,1
10db5479,1
10db59c3,1
10db5bc5,1
10db5f41,1
10db647a,1
10db685c,1
10db7a4$,0
10db7d30,0
10db7dc9,1
10db9518,1
10dba7f9,1
10dbaf$0,1
10dbb491,1
10dbba42,1
10dbc986,1
10dbcd57,0
10dbd1f6,0
10dbf1d6,0
10df4102,0
10df6227,1
10f08675,1
10f08978,0
10f08cd1,1
10f08fa1,0
10f09575,1
10f0a14f,1
10f0a2c8,1
10f0a420,1
10f0a4b9,1
10f0acd3,0
10f0b735,1
10f0b8$1,1
10f0c736,1
10f0c9c1,0
10f0cb90,0
10f0d300,1
10f0d79d,1
10f10$ba,1
10f11b52,1
10f11c31,1
10f120cf,0
10f12418,1
10f126c5,1
10f133f6,1
10f1344c,1
10f13b10,0
10f13b98,1
10f13ccc,1
10f14953,0
10f14b11,1
10f1527f,1
10f153c5,1
10f1572f,0
10f162d6,1
10f17$$4,0
10f17$4a,0
10f17080,1
10f174$a,1
10f17451,1
10f19f81,1
10f1a$1a,1
10f1a1c8,1
10f1acf6,1
10f1aff9,1
10f1b$2c,1
10f1b2a8,1
10f1b8$2,1
10f1b848,0
10f1bbd4,0
10f1bcd5,1
10f1cf0c,1
10f1dc2c,1
10f1f55a,1
10f6$aa8,0
10f618cb,1
10f61966,0
10f6351f,1
10f645cb,1
10f64a7b,1
10f66c5d,1
10f67085,1
10f674d$,1
10f68$1d,1
10f68121,1
10f684f1,1
10f68a7f,0
10f68f$b,1
10f693ac,0
10f69605,1
10f69b2c,1
10f69d40,1
10f6c36b,1
10f6cc86,1
10f6d$cd,1
10f70007,1
10f71$8$,1
10f72160,1
10f73172,1
10f75a6c,1
10f76535,1
10f771dc,1
10f779b2,0
10f77a19,0
10f77bb4,0
10f798a2,1
10f7a960,1
10f7af0,0
10f7d71c,0
10f7f4c6,1
11$4a66a,0
11$4cb72,1
11$4dc52,1
11$4f6b4,0
11$50b$$,1
11$51910,1
11$52$b0,1
11$54fa2,0
11$55a15,1
11$5a$63,1
11$75c8,1
11$a2c19,1
11$a2c2a,1
11$a5739,0
11$a94d4,1
11$ab23a,0
11$acb67,1
11$c1a7,0
11$c79c,1
1100ca8,1
110483cd,1
11048f1$,1
1104977d,1
1105$d$0,1
11051a13,0
11051cd1,0
11054$a3,1
11057f96,1
1105c46d,1
1105ddf0,1
1105f24c,0
1105f4a4,1
1105f853,0
1105f9$d,1
111$$3ac,0
111$$436,1
111$$4ad,1
111$$605,1
111$$a6f,1
111$$b1b,0
111$$d73,0
111$$fa8,1
111$0$$d,1
111$0$98,1
111$0809,0
111$09c6,1
111$0afa,0
111$0bc8,1
111$1024,1
111$1248,1
111$15a1,1
111$15b2,1
111$1c$c,1
111$2$bc,1
111$2047,0
111$2069,1
111$237d,1
111$2ada,1
111$2d55,0
111$2d66,0
111$3$9b,1
111$3138,1
111$3ab9,1
111$3ff2,1
111$416c,1
111$52d5,1
111$532b,1
111$533c,1
111$543d,0
111$5651,0
111$5c8a,1
111$6$b0,1
111$6$c1,1
111$608f,1
111$6573,0
111$6a9a,1
111$7$b1,1
111$705d,1
111$7394,1
111$77$d,1
111$7a02,1
111$7b$1,1
111$7c48,0
111$8$d4,1
111$80d6,1
111$84b8,1
111$903d,1
111$9284,1
111$93da,1
111$98ac,0
111$9f4d,1
111$a$a3,1
111$a8f2,1
111$aa7c,0
111$ab17,1
111$b77a,1
111$b87b,0
111$bb$5,0
111$bfd8,1
111$c300,1
111$c412,1
111$cf51,1
111$d097,1
111$d39a,1
111$db4d,1
111$f066,0
111$f891,1
111$fbfa,0
111$fd85,1
111$ff43,1
1111$$66,1
1111$0df,1
1111$3f4,1
1111$5c3,1
1111$882,0
1111$b96,1
1111$d0f,0
1111$f01,1
1111$fbc,1
11110037,1
1111009d,1
1111033a,1
111103a1,1
111109$b,1
11110974,1
111109fc,1
11110ba9,1
11118141,0
111183$d,1
11118332,1
11118602,0
1111869b,1
1111896b,1
1111899$,0
11118b6d,1
11118c5d,1
11118dc5,1
11119$$9,0
111190$b,1
11119063,0
11119085,1
11119142,0
11119254,0
11119344,1
11119524,1
11119557,1
1111989$,1
111199d3,0
11119a18,1
11119a29,1
11119a7$,1
11119a8f,1
11119ac3,1
11119b5d,1
11119b91,1
11119d4$,1
11119f95,1
1111a299,1
1111a2bb,1
1111a413,1
1111a4c$,0
1111a78d,1
1111a8$4,1
1111a907,1
1111ab$7,1
1111ada5,1
1111b0dc,1
1111b122,1
1111b29a,1
1111b357,0
1111ba81,1
1111baf8,1
1111bd$a,1
1111c$86,1
1111c044,0
1111c055,0
1111c0bb,1
1111c1d$,1
1111c224,1
1111c235,1
1111c3$1,1
1111c5c1,0
1111c617,1
1111c707,1
1111c82a,1
1111cc1d,1
1111cf$d,1
1111d$dc,1
1111d0ab,1
1111d68f,1
1111d6b2,1
1111d7a2,1
1111d86f,1
1111d8a3,1
1111d8b4,0
1111d9$8,0
1111da2d,0
1111dbfb,0
1111dd$c,1
1111f$89,0
1111f148,1
1111f25a,1
1111f2f4,1
1111f339,0
1111f53b,1
1111f5d5,1
1111f609,1
1111f7$8,0
1111f80b,1
1111fa2f,0
1111fa41,1
1111fc32,1
1111ff$0,1
1111ff8a,1
111342c,0
11167$20,1
11167$42,1
11167$86,1
11167055,1
111673$1,1
1116733,1
111673cf,1
11167819,1
1116786$,1
111678a2,1
11167c73,1
11167cb7,1
11167fdc,1
1118$$7$,1
1118$05$,1
1118$12c,1
1118$384,0
1118$8bc,1
1118$a7a,0
1118$b59,1
1118$b9d,1
1118$c38,1
11188$89,1
11188058,0
111880b$,1
111881$2,0
1118817b,1
11188227,1
111882af,1
1118834a,1
111884$5,1
11188609,1
111887f9,1
1118882d,1
11188a2f,1
11188b97,1
11188cdc,1
11189$35,1
11189059,0
11189228,1
1118927d,1
111893a1,1
111897d8,1
111899fc,1
11189b65,1
11189bdc,1
1118a$58,1
1118a0af,1
1118a128,1
1118a139,1
1118a290,1
1118a2b2,1
1118a308,0
1118a50a,1
1118a571,1
1118a5b5,1
1118a683,1
1118a6b6,1
1118a751,1
1118a9$c,0
1118a986,1
1118ac12,1
1118acbc,1
1118b$48,1
1118b$c0,1
1118b15c,0
1118b16d,0
1118b4c6,1
1118b662,0
1118b7da,1
1118b875,0
1118b998,1
1118ba11,1
1118ba88,0
1118bb23,1
1118bbbc,0
1118c$f4,1
1118c06d,1
1118c30a,1
1118c5fb,1
1118c854,1
1118cb13,1
1118cb24,1
1118cb35,0
1118d091,1
1118d495,1
1118d574,1
1118d61f,1
1118d8cc,1
1118da13,0
1118da8a,0
1118ddc1,0
1119$$$6,1
1119$2fb,1
1119$5$d,1
1119$5ba,1
1119$622,1
1119$802,0
1119$bb0,1
1119$c$4,1
1119$c39,1
